1,-0.0475
2,-0.03
3,-0.0229
4,-0.0134
5,-0.0288
6,-0.0256
7,-0.0255
8,-0.0223
9,-0.033
10,-0.0344
11,-0.0321
12,-0.0301
13,-0.0326
14,-0.0195
15,-0.03
16,-0.0187
17,-0.0243
18,-0.0391
19,0.0004
20,-0.0087
21,0.0021
22,-0.041
23,-0.0055
24,-0.0158
25,-0.0043
26,-0.0103
27,-0.0044
28,-0.011
29,-0.0299
30,-0.0163
31,-0.0142
32,-0.0097
33,-0.0122
34,0.0005
35,-0.0191
36,-0.0022
37,-0.0076
38,-0.0099
39,-0.0089
40,-0.0105
41,0.0153
42,-0.0125
43,-0.0077
44,-0.0009
45,0.0018
46,-0.008
47,-0.0197
48,0.0093
49,0.011
50,0.0167
51,0.0023
52,-0.0052
53,-0.0032
54,0.0211
55,-0.0006
56,-0.0057
57,0.0045
58,0.0079
59,-0.0075
60,-0.0047
61,-0.0012
62,0.003
63,0.0056
64,0.0095
65,0.0111
66,-0.0143
67,0.0013
68,0.0118
69,0.0128
70,0.0174
71,0.0135
72,0.0115
73,-0.0022
74,0.0118
75,0.0058
76,0.0233
77,0.0118
78,0.0191
79,0.0174
80,-0.0117
81,0.0212
82,0.0176
83,0.0073
84,0.0287
85,0.0037
86,0.0125
87,0.024
88,0.0049
89,0.021
90,0.0226
91,0.0196
92,0.0076
93,-0.0081
94,0.0028
95,0.0168
96,0.0057
97,0.015
98,0.0008
99,0.0135
100,-0.0007
